ID,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival
0x27f7 ,Snack ,scooter ,1,No 
0x8fdf ,Buffet ,electric_scooter ,1,No 
0x2a0a ,Buffet ,scooter ,1,No 
0xdb9f ,Meal ,motorcycle ,0,No 
0x33b0 ,Snack ,motorcycle ,2,No 
0x71d6 ,Drinks ,motorcycle ,1,No 
0x92d1 ,Buffet ,scooter ,1,No 
0x69cb ,Meal ,motorcycle ,1,No 
0xdd74 ,Drinks ,scooter ,1,No 
0x623 ,Snack ,scooter ,1,No 
0xcdb4 ,Drinks ,electric_scooter ,0,No 
0xd87b ,Snack ,motorcycle ,1,No 
0x5556 ,Drinks ,scooter ,1,No 
0x85b7 ,Drinks ,motorcycle ,0,No 
0xaa47 ,Buffet ,motorcycle ,0,No 
0x4e9e ,Drinks ,scooter ,1,No 
0x44cf ,Meal ,scooter ,1,No 
0xdfae ,Buffet ,motorcycle ,1,No 
0xade2 ,Drinks ,scooter ,1,No 
0x19f8 ,Buffet ,scooter ,1,No 
0x2912 ,Meal ,motorcycle ,0,No 
0x663f ,Meal ,scooter ,1,Yes 
0xdaa3 ,Snack ,motorcycle ,0,No 
0x8fd0 ,Buffet ,motorcycle ,1,No 
0x3b99 ,Buffet ,scooter ,0,No 
0xefc ,Drinks ,motorcycle ,1,No 
0xa5ae ,Meal ,motorcycle ,1,No 
0x350f ,Snack ,motorcycle ,0,No 
0xc2dd ,Drinks ,motorcycle ,0,No 
0x3d50 ,Meal ,scooter ,0,No 
0x47bd ,Drinks ,electric_scooter ,0,No 
0xbc2c ,Snack ,motorcycle ,1,No 
0x4e47 ,Snack ,motorcycle ,1,No 
0xcc50 ,Meal ,scooter ,NaN ,No 
0x8c9a ,Drinks ,motorcycle ,0,No 
0x34bb ,Drinks ,scooter ,1,No 
0x9abd ,Drinks ,motorcycle ,0,No 
0xcae2 ,Buffet ,electric_scooter ,2,No 
0x75a3 ,Meal ,electric_scooter ,1,No 
0x65ae ,Meal ,scooter ,1,No 
0xa383 ,Buffet ,motorcycle ,0,No 
0x72cb ,Drinks ,motorcycle ,1,No 
0x639a ,Snack ,electric_scooter ,1,No 
0xa545 ,Snack ,motorcycle ,1,No 
0x2745 ,Meal ,scooter ,1,No 
0x5372 ,Snack ,motorcycle ,2,No 
0x3787 ,Buffet ,motorcycle ,1,No 
0x6fdd ,Meal ,scooter ,1,No 
0x79a8 ,Snack ,motorcycle ,1,No 
0xa8cc ,Meal ,scooter ,0,No 
0x711 ,Drinks ,motorcycle ,1,No 
0x6c08 ,Buffet ,motorcycle ,1,No 
0x94d0 ,Buffet ,motorcycle ,1,No 
0x6b2 ,Drinks ,electric_scooter ,2,No 
0x52ff ,Buffet ,motorcycle ,1,No 
0x33ef ,Snack ,motorcycle ,1,Yes 
0x6006 ,Buffet ,motorcycle ,1,No 
0x4fb ,Buffet ,motorcycle ,1,No 
0x82dd ,Drinks ,motorcycle ,1,No 
0x6d29 ,Snack ,motorcycle ,1,No 
0x2a3b ,Snack ,electric_scooter ,1,No 
0x5e3c ,Buffet ,electric_scooter ,1,No 
0x7084 ,Drinks ,motorcycle ,NaN ,No 
0x8eb0 ,Snack ,scooter ,1,No 
0x8751 ,Meal ,scooter ,1,No 
0x34da ,Meal ,electric_scooter ,0,No 
0xdfb1 ,Drinks ,electric_scooter ,0,No 
0x9752 ,Buffet ,scooter ,1,No 
0x4eb8 ,Buffet ,scooter ,1,No 
0xad7e ,Buffet ,motorcycle ,2,No 
0x574d ,Snack ,motorcycle ,0,No 
0x4e02 ,Snack ,scooter ,0,No 
0xc917 ,Snack ,scooter ,1,No 
0xe18e ,Snack ,motorcycle ,2,No 
0x1814 ,Drinks ,scooter ,0,No 
0xc95 ,Drinks ,scooter ,1,No 
0x779f ,Meal ,motorcycle ,1,No 
0x1d72 ,Snack ,motorcycle ,1,No 
0xdc65 ,Meal ,motorcycle ,1,No 
0x670f ,Snack ,scooter ,0,No 
0xdb56 ,Meal ,motorcycle ,1,No 
0xa292 ,Drinks ,motorcycle ,1,No 
0x58f1 ,Drinks ,scooter ,1,No 
0xd002 ,Meal ,scooter ,1,No 
0xb5ab ,Drinks ,motorcycle ,1,No 
0x1b95 ,Snack ,electric_scooter ,1,No 
0xdd4c ,Snack ,scooter ,NaN ,No 
0x90c8 ,Drinks ,motorcycle ,1,No 
0xe67 ,Buffet ,scooter ,2,No 
0x25e8 ,Meal ,scooter ,1,No 
0x7a73 ,Snack ,motorcycle ,1,No 
0xa4c2 ,Meal ,motorcycle ,1,No 
0x4556 ,Meal ,motorcycle ,0,No 
0x3900 ,Snack ,motorcycle ,0,No 
0xd368 ,Snack ,motorcycle ,1,No 
0xc6a ,Meal ,motorcycle ,1,No 
0xdcad ,Snack ,motorcycle ,0,No 
0x53e4 ,Snack ,motorcycle ,1,No 
0x46a3 ,Buffet ,scooter ,1,No 
0xac0d ,Meal ,motorcycle ,1,No 
0x9308 ,Snack ,scooter ,1,No 
0xdd83 ,Buffet ,motorcycle ,1,Yes 
0x9281 ,Buffet ,motorcycle ,2,No 
0x7e58 ,Drinks ,motorcycle ,1,No 
0xd22d ,Drinks ,scooter ,1,No 
0x5998 ,Meal ,scooter ,0,No 
0x3601 ,Meal ,motorcycle ,1,No 
0x4a30 ,Snack ,motorcycle ,1,No 
0x4df0 ,Buffet ,motorcycle ,1,No 
0xd7e9 ,Drinks ,motorcycle ,0,No 
0x3844 ,Buffet ,motorcycle ,1,No 
0x485e ,Buffet ,motorcycle ,1,No 
0x7675 ,Snack ,motorcycle ,1,No 
0x8ee3 ,Buffet ,motorcycle ,1,No 
0x7cc1 ,Drinks ,scooter ,1,No 
0x705a ,Snack ,scooter ,0,No 
0x325b ,Meal ,electric_scooter ,0,No 
0xc8ad ,Buffet ,motorcycle ,0,No 
0xf88 ,Snack ,electric_scooter ,0,No 
0xc6c2 ,Snack ,motorcycle ,0,No 
0x3568 ,Buffet ,motorcycle ,0,No 
0xde91 ,Meal ,scooter ,1,No 
0xb06a ,Drinks ,motorcycle ,2,No 
0x4fc1 ,Snack ,motorcycle ,0,No 
0xd47c ,Snack ,motorcycle ,0,No 
0x9ad5 ,Meal ,motorcycle ,0,No 
0x3de3 ,Buffet ,motorcycle ,0,No 
0xbffc ,Snack ,scooter ,0,No 
0x19bd ,Meal ,scooter ,1,No 
0xd081 ,Buffet ,scooter ,1,No 
0xd83f ,Meal ,scooter ,1,No 
0x1e4b ,Snack ,motorcycle ,0,No 
0x1dd0 ,Meal ,motorcycle ,0,No 
0x2e9d ,Snack ,motorcycle ,1,No 
0x3612 ,Snack ,electric_scooter ,1,No 
0x5c65 ,Snack ,electric_scooter ,1,No 
0x9bfa ,Snack ,scooter ,0,No 
0x622b ,Drinks ,scooter ,0,No 
0x43ae ,Meal ,motorcycle ,1,No 
0xc80d ,Snack ,motorcycle ,0,No 
0x55fc ,Snack ,scooter ,1,No 
0x2f73 ,Drinks ,motorcycle ,1,No 
0x6969 ,Drinks ,electric_scooter ,1,No 
0xe0ad ,Buffet ,motorcycle ,1,No 
0x678c ,Drinks ,scooter ,1,No 
0x1faa ,Snack ,motorcycle ,1,No 
0x27bd ,Snack ,motorcycle ,0,No 
0xb40 ,Buffet ,motorcycle ,1,No 
0xb6b1 ,Snack ,motorcycle ,0,No 
0x985a ,Drinks ,motorcycle ,1,No 
0xa92f ,Drinks ,motorcycle ,2,No 
0x64ce ,Drinks ,motorcycle ,1,No 
0x917b ,Buffet ,scooter ,1,No 
0x81b7 ,Buffet ,motorcycle ,0,No 
0x741f ,Snack ,motorcycle ,0,No 
0x1005 ,Drinks ,motorcycle ,3,No 
0xadde ,Snack ,motorcycle ,1,No 
0xbc4e ,Drinks ,motorcycle ,1,No 
0x8922 ,Drinks ,motorcycle ,1,No 
0x5975 ,Drinks ,motorcycle ,1,No 
0x4eb2 ,Drinks ,electric_scooter ,1,No 
0x4271 ,Meal ,motorcycle ,1,No 
0x87fc ,Snack ,electric_scooter ,0,No 
0x16af ,Drinks ,scooter ,NaN ,No 
0x57d1 ,Snack ,motorcycle ,1,No 
0x9da9 ,Buffet ,motorcycle ,1,No 
0xd99f ,Drinks ,scooter ,1,No 
0xc0e0 ,Buffet ,scooter ,0,No 
0x464 ,Meal ,electric_scooter ,1,No 
0x1df6 ,Meal ,motorcycle ,1,Yes 
0x733 ,Meal ,scooter ,1,No 
0xa93b ,Snack ,scooter ,1,No 
0xdfe6 ,Snack ,motorcycle ,1,No 
0x6c79 ,Drinks ,motorcycle ,1,No 
0x83fb ,Snack ,scooter ,1,No 
0x563b ,Drinks ,electric_scooter ,1,No 
0xbcfc ,Buffet ,scooter ,1,No 
0xde82 ,Drinks ,motorcycle ,1,No 
0xbedf ,Drinks ,scooter ,0,No 
0xe78 ,Buffet ,scooter ,1,No 
0x261f ,Buffet ,scooter ,0,No 
0xc669 ,Buffet ,motorcycle ,1,No 
0x9f5d ,Meal ,scooter ,1,No 
0x63b3 ,Drinks ,scooter ,1,No 
0x7c29 ,Buffet ,motorcycle ,1,No 
0x490b ,Meal ,scooter ,1,No 
0x9e08 ,Drinks ,motorcycle ,2,Yes 
0x7f4e ,Buffet ,motorcycle ,0,No 
0xcdcc ,Snack ,motorcycle ,1,No 
0x7d33 ,Buffet ,motorcycle ,0,No 
0x6388 ,Snack ,motorcycle ,1,No 
0x3caf ,Buffet ,electric_scooter ,2,No 
0xdf85 ,Drinks ,motorcycle ,1,No 
0x3067 ,Meal ,scooter ,1,No 
0x2302 ,Drinks ,scooter ,1,No 
0x8311 ,Drinks ,motorcycle ,1,No 
0xd5d0 ,Drinks ,scooter ,1,No 
0xa91 ,Meal ,motorcycle ,0,No 
0x28c2 ,Buffet ,motorcycle ,1,No 
0x8d1c ,Buffet ,motorcycle ,0,No 
0xdf36 ,Meal ,motorcycle ,1,No 
0xd441 ,Drinks ,scooter ,1,No 
0x6f5a ,Meal ,electric_scooter ,1,No 
0x7ff5 ,Snack ,motorcycle ,0,No 
0x58fc ,Meal ,motorcycle ,1,No 
0xd724 ,Buffet ,motorcycle ,0,No 
0x1a16 ,Snack ,motorcycle ,NaN ,No 
0x8ce3 ,Snack ,motorcycle ,0,NaN 
0x49a6 ,Buffet ,electric_scooter ,0,No 
0x39dc ,Snack ,motorcycle ,0,No 
0xa7ae ,Snack ,motorcycle ,0,No 
0x2082 ,Buffet ,motorcycle ,1,No 
0x1f3f ,Drinks ,motorcycle ,0,No 
0x81bd ,Drinks ,scooter ,1,No 
0xb1bb ,Buffet ,motorcycle ,0,No 
0x934d ,Meal ,electric_scooter ,0,No 
0x27e4 ,Meal ,motorcycle ,1,No 
0x4135 ,Snack ,motorcycle ,1,No 
0x4a52 ,Meal ,motorcycle ,1,No 
0xa5fa ,Meal ,motorcycle ,0,No 
0x3b17 ,Buffet ,scooter ,1,No 
0xd58d ,Meal ,motorcycle ,0,No 
0xa01e ,Snack ,scooter ,1,No 
0x7b65 ,Meal ,motorcycle ,1,No 
0x401d ,Buffet ,motorcycle ,0,No 
0x5c4d ,Drinks ,scooter ,1,No 
0xc6d6 ,Meal ,motorcycle ,1,No 
0xb2e4 ,Meal ,motorcycle ,0,No 
0xde0e ,Buffet ,motorcycle ,1,No 
0x7078 ,Meal ,motorcycle ,0,No 
0x8e4e ,Buffet ,scooter ,1,No 
0xa9a3 ,Meal ,scooter ,1,No 
0x769c ,Drinks ,scooter ,1,No 
0x5b6d ,Snack ,scooter ,1,No 
0xd534 ,Buffet ,motorcycle ,0,Yes 
0x5d24 ,Drinks ,electric_scooter ,1,No 
0x4c23 ,Buffet ,motorcycle ,2,No 
0x4b6c ,Meal ,motorcycle ,1,No 
0x2c3d ,Snack ,electric_scooter ,0,No 
0xab4b ,Meal ,motorcycle ,0,No 
0xc31d ,Buffet ,motorcycle ,1,No 
0x9c3c ,Drinks ,motorcycle ,1,No 
0x5659 ,Meal ,scooter ,0,No 
0x8b8e ,Meal ,motorcycle ,1,No 
0x82f4 ,Drinks ,motorcycle ,1,No 
0xba33 ,Meal ,scooter ,2,No 
0x849a ,Meal ,motorcycle ,1,No 
0xb4dc ,Buffet ,motorcycle ,0,No 
0xa54e ,Snack ,scooter ,1,No 
0xa96a ,Drinks ,motorcycle ,1,Yes 
0xa4d1 ,Buffet ,scooter ,1,No 
0x9b16 ,Drinks ,motorcycle ,1,No 
0x8b92 ,Buffet ,scooter ,1,No 
0x7296 ,Snack ,motorcycle ,1,No 
0xc0c3 ,Meal ,motorcycle ,0,No 
0xc8b5 ,Snack ,motorcycle ,1,No 
0x3b93 ,Meal ,motorcycle ,0,No 
0x250d ,Snack ,scooter ,0,No 
0xd0a9 ,Snack ,scooter ,1,No 
0x1bd0 ,Drinks ,scooter ,0,No 
0x64b6 ,Meal ,motorcycle ,0,No 
0x210b ,Meal ,scooter ,NaN ,No 
0x3a9b ,Drinks ,motorcycle ,1,No 
0xd9d ,Snack ,scooter ,0,No 
0x4b5a ,Drinks ,scooter ,0,No 
0x3dd9 ,Drinks ,motorcycle ,0,No 
0xe26a ,Buffet ,motorcycle ,1,No 
0x4513 ,Buffet ,motorcycle ,1,No 
0x58ff ,Snack ,motorcycle ,1,No 
0xdea2 ,Meal ,scooter ,1,No 
0x6d11 ,Snack ,motorcycle ,1,No 
0x2a98 ,Snack ,scooter ,1,No 
0x7cea ,Snack ,motorcycle ,0,No 
0xd91d ,Meal ,motorcycle ,0,No 
0xd75d ,Meal ,motorcycle ,1,No 
0xb648 ,Meal ,scooter ,1,No 
0x1585 ,Snack ,motorcycle ,0,No 
0xb506 ,Meal ,motorcycle ,1,No 
0x5d26 ,Drinks ,motorcycle ,1,No 
0xba3f ,Snack ,motorcycle ,1,No 
0x306e ,Drinks ,scooter ,1,No 
0xabdd ,Buffet ,motorcycle ,1,No 
0xcccd ,Buffet ,motorcycle ,1,No 
0x123c ,Drinks ,scooter ,0,No 
0x2ec3 ,Buffet ,scooter ,1,No 
0x61bb ,Drinks ,scooter ,1,No 
0xa669 ,Buffet ,scooter ,1,No 
0x3d7b ,Snack ,scooter ,0,No 
0x39c6 ,Meal ,scooter ,1,No 
0x1f0b ,Buffet ,motorcycle ,0,No 
0x1b49 ,Buffet ,motorcycle ,1,No 
0x2689 ,Drinks ,motorcycle ,1,No 
0x857d ,Buffet ,motorcycle ,1,No 
0x3a70 ,Meal ,scooter ,1,No 
0x756c ,Meal ,motorcycle ,1,No 
0x807c ,Snack ,scooter ,0,No 
0x7fac ,Snack ,motorcycle ,0,No 
0xc648 ,Snack ,motorcycle ,1,No 
0x1d5d ,Meal ,scooter ,1,No 
0x22e2 ,Meal ,motorcycle ,2,No 
0xc249 ,Snack ,motorcycle ,1,No 
0x61a3 ,Buffet ,scooter ,1,No 
0xd879 ,Meal ,motorcycle ,1,No 
0x9475 ,Drinks ,scooter ,1,No 
0x8d65 ,Buffet ,motorcycle ,0,No 
0x6218 ,Buffet ,scooter ,0,No 
0x741b ,Buffet ,scooter ,0,No 
0xb5aa ,Buffet ,motorcycle ,1,No 
0x6b99 ,Snack ,scooter ,0,No 
0x5182 ,Meal ,motorcycle ,1,No 
0x9b59 ,Meal ,motorcycle ,2,No 
0x3ca5 ,Drinks ,scooter ,1,No 
0x9d8b ,Buffet ,motorcycle ,1,No 
0x25e0 ,Meal ,motorcycle ,1,No 
0x176e ,Drinks ,scooter ,0,No 
0x3a85 ,Drinks ,motorcycle ,1,No 
0xdbd6 ,Snack ,scooter ,1,No 
0x7790 ,Meal ,motorcycle ,2,No 
0x216c ,Snack ,scooter ,1,No 
0x799a ,Meal ,motorcycle ,0,No 
0xcd57 ,Buffet ,scooter ,0,No 
0x7c6d ,Snack ,scooter ,1,No 
0x6d8 ,Drinks ,motorcycle ,1,No 
0x9872 ,Drinks ,scooter ,0,No 
0x41b2 ,Buffet ,scooter ,0,No 
0xb411 ,Meal ,scooter ,1,No 
0xa377 ,Buffet ,motorcycle ,1,No 
0xd1a2 ,Meal ,motorcycle ,1,No 
0x2d34 ,Drinks ,motorcycle ,1,No 
0x6c4e ,Meal ,motorcycle ,1,No 
0xc41d ,Buffet ,scooter ,0,No 
0x7aa5 ,Snack ,motorcycle ,0,No 
0x6f4f ,Drinks ,motorcycle ,1,No 
0xd850 ,Buffet ,motorcycle ,0,No 
0x31c4 ,Snack ,motorcycle ,1,No 
0x2aae ,Drinks ,scooter ,1,No 
0x27af ,Snack ,electric_scooter ,0,No 
0xe131 ,Drinks ,scooter ,1,No 
0xaf44 ,Meal ,motorcycle ,1,No 
0x2a35 ,Drinks ,motorcycle ,1,No 
0x7fe5 ,Buffet ,motorcycle ,0,No 
0x205e ,Snack ,motorcycle ,1,No 
0x64c ,Drinks ,motorcycle ,1,No 
0x6863 ,Meal ,scooter ,0,No 
0xabf8 ,Drinks ,scooter ,1,No 
0x41d8 ,Snack ,electric_scooter ,1,No 
0xbe0c ,Meal ,scooter ,1,No 
0x461c ,Meal ,scooter ,0,No 
0x6f0c ,Buffet ,electric_scooter ,0,No 
0xa020 ,Snack ,scooter ,0,No 
0x6bfc ,Snack ,motorcycle ,NaN ,No 
0x1fa2 ,Snack ,scooter ,1,No 
0xc033 ,Snack ,motorcycle ,1,No 
0x361a ,Meal ,motorcycle ,1,No 
0xcdd2 ,Snack ,scooter ,0,No 
0xe08e ,Snack ,motorcycle ,1,No 
0xc197 ,Drinks ,motorcycle ,1,No 
0x1906 ,Buffet ,motorcycle ,0,No 
0xcb2a ,Drinks ,motorcycle ,1,No 
0xdf7f ,Snack ,scooter ,1,No 
0xe012 ,Drinks ,motorcycle ,2,No 
0x5f80 ,Snack ,motorcycle ,1,No 
0x5383 ,Drinks ,electric_scooter ,0,No 
0x72ae ,Meal ,scooter ,1,No 
0x5232 ,Meal ,scooter ,1,No 
0x43a6 ,Snack ,electric_scooter ,1,No 
0xe016 ,Buffet ,motorcycle ,1,No 
0x4781 ,Snack ,motorcycle ,0,No 
0x11c8 ,Meal ,scooter ,1,No 
0xd0fe ,Buffet ,motorcycle ,0,No 
0x2bdc ,Drinks ,motorcycle ,1,No 
0x6d43 ,Meal ,scooter ,0,No 
0x97d3 ,Meal ,motorcycle ,1,No 
0xdd9d ,Drinks ,motorcycle ,1,No 
0xc34c ,Drinks ,motorcycle ,1,No 
0x7ca1 ,Buffet ,scooter ,1,No 
0x7928 ,Drinks ,scooter ,0,No 
0x3df8 ,Snack ,motorcycle ,1,No 
0xd6a8 ,Snack ,scooter ,0,No 
0x2a42 ,Meal ,motorcycle ,1,No 
0xd191 ,Meal ,scooter ,1,No 
0xc421 ,Meal ,motorcycle ,0,No 
0x35ee ,Drinks ,motorcycle ,1,No 
0x3813 ,Meal ,electric_scooter ,1,No 
0xad22 ,Drinks ,motorcycle ,NaN ,No 
0xabfa ,Buffet ,motorcycle ,1,No 
0x7066 ,Meal ,motorcycle ,2,No 
0x8c84 ,Snack ,motorcycle ,0,No 
0x292e ,Snack ,motorcycle ,1,No 
0xc66f ,Buffet ,scooter ,1,No 
0x37fd ,Meal ,motorcycle ,0,No 
0x27dd ,Drinks ,scooter ,0,No 
0x1000 ,Snack ,scooter ,1,No 
0x84a9 ,Meal ,motorcycle ,1,No 
0x21d6 ,Meal ,scooter ,1,No 
0x978a ,Drinks ,motorcycle ,1,Yes 
0x1fca ,Drinks ,motorcycle ,1,No 
0x28a6 ,Meal ,motorcycle ,1,No 
0xa1a ,Drinks ,motorcycle ,0,No 
0xd4e4 ,Buffet ,motorcycle ,0,No 
0x1267 ,Meal ,scooter ,1,No 
0x2cc6 ,Drinks ,motorcycle ,1,No 
0x5128 ,Drinks ,motorcycle ,0,No 
0x47c4 ,Meal ,motorcycle ,1,No 
0x3dce ,Meal ,motorcycle ,1,No 
0x99fc ,Drinks ,scooter ,2,No 
0xa7fa ,Snack ,scooter ,0,No 
0x78bb ,Buffet ,motorcycle ,1,No 
0xdfef ,Drinks ,scooter ,0,No 
0x814c ,Drinks ,motorcycle ,0,No 
0x74ca ,Buffet ,motorcycle ,1,No 
0x1515 ,Snack ,motorcycle ,1,No 
0x7316 ,Drinks ,scooter ,1,No 
0x4c5e ,Buffet ,scooter ,1,No 
0x4c2c ,Meal ,scooter ,1,No 
0x17da ,Meal ,motorcycle ,NaN ,No 
0x5bfa ,Meal ,scooter ,0,No 
0x2145 ,Snack ,motorcycle ,0,No 
0x1b28 ,Meal ,scooter ,NaN ,No 
0x50bc ,Snack ,motorcycle ,0,No 
0xd9ba ,Drinks ,motorcycle ,0,No 
0x1314 ,Snack ,scooter ,1,No 
0x4e6e ,Buffet ,motorcycle ,0,No 
0x91dc ,Snack ,motorcycle ,1,No 
0x1232 ,Buffet ,motorcycle ,1,No 
0x4710 ,Buffet ,motorcycle ,1,No 
0x2a3d ,Buffet ,motorcycle ,1,No 
0x821a ,Meal ,scooter ,2,No 
0xd365 ,Meal ,motorcycle ,1,No 
0x9cef ,Meal ,motorcycle ,1,No 
0xb522 ,Buffet ,motorcycle ,1,No 
0xcec7 ,Buffet ,motorcycle ,0,No 
0xd73b ,Snack ,motorcycle ,1,No 
0x5665 ,Buffet ,motorcycle ,1,Yes 
0xc6f1 ,Meal ,scooter ,0,No 
0xdf5f ,Snack ,motorcycle ,1,No 
0xda7 ,Meal ,motorcycle ,1,No 
0x8c43 ,Snack ,electric_scooter ,1,No 
0x5907 ,Drinks ,motorcycle ,1,No 
0x2809 ,Snack ,motorcycle ,1,No 
0x4de0 ,Buffet ,electric_scooter ,2,No 
0xdb83 ,Drinks ,scooter ,0,No 
0x8d61 ,Snack ,motorcycle ,0,No 
0x53fa ,Meal ,motorcycle ,1,No 
0xc224 ,Meal ,motorcycle ,1,No 
0x398a ,Meal ,electric_scooter ,0,No 
0xaa08 ,Buffet ,scooter ,1,No 
0x5149 ,Meal ,electric_scooter ,1,No 
0x7fca ,Meal ,motorcycle ,1,No 
0x8941 ,Buffet ,scooter ,1,No 
0xf97 ,Meal ,motorcycle ,1,No 
0xa534 ,Snack ,electric_scooter ,0,No 
0x9fe3 ,Meal ,motorcycle ,1,No 
0x9535 ,Meal ,scooter ,1,No 
0xa37a ,Buffet ,motorcycle ,1,No 
0xbd08 ,Drinks ,motorcycle ,0,No 
0x3c69 ,Meal ,motorcycle ,1,No 
0x7f93 ,Drinks ,motorcycle ,1,No 
0x1d04 ,Buffet ,motorcycle ,0,No 
0x4a21 ,Meal ,electric_scooter ,1,No 
0x5945 ,Meal ,motorcycle ,1,No 
0xae07 ,Buffet ,motorcycle ,1,No 
0xccbb ,Buffet ,motorcycle ,1,No 
0xb804 ,Meal ,electric_scooter ,0,No 
0x4397 ,Meal ,electric_scooter ,1,No 
0x8b1c ,Buffet ,motorcycle ,0,NaN 
0xc692 ,Drinks ,motorcycle ,0,Yes 
0xcf4d ,Buffet ,motorcycle ,0,No 
0x7cd4 ,Buffet ,scooter ,1,No 
0x8262 ,Snack ,scooter ,NaN ,No 
0xd585 ,Drinks ,electric_scooter ,1,No 
0xb83 ,Buffet ,motorcycle ,1,No 
0x793a ,Snack ,motorcycle ,1,No 
0x4225 ,Meal ,scooter ,1,No 
0xd151 ,Meal ,motorcycle ,1,No 
0x7fd2 ,Snack ,motorcycle ,0,No 
0x2b0a ,Meal ,motorcycle ,1,No 
0x88c3 ,Snack ,motorcycle ,0,No 
0x60ea ,Snack ,scooter ,1,No 
0x844b ,Drinks ,electric_scooter ,0,No 
0xb3ae ,Meal ,motorcycle ,1,No 
0xaa28 ,Buffet ,scooter ,1,No 
0xcdd ,Drinks ,motorcycle ,1,No 
0x3a27 ,Drinks ,scooter ,1,No 
0x9c2e ,Buffet ,scooter ,0,No 
0x6246 ,Drinks ,motorcycle ,1,No 
0xd395 ,Meal ,motorcycle ,0,No 
0xa2b3 ,Buffet ,motorcycle ,1,No 
0x48ee ,Meal ,motorcycle ,1,No 
0xd9b1 ,Snack ,motorcycle ,0,No 
0x47ea ,Meal ,scooter ,1,No 
0x7ebc ,Drinks ,motorcycle ,1,No 
0x3b8f ,Snack ,motorcycle ,1,No 
0x3624 ,Meal ,motorcycle ,0,No 
0x7a99 ,Meal ,motorcycle ,1,No 
0x5bb3 ,Drinks ,scooter ,0,No 
0xb202 ,Meal ,motorcycle ,1,No 
0xdf54 ,Drinks ,motorcycle ,1,No 
0xd75b ,Meal ,scooter ,1,No 
0xb310 ,Drinks ,motorcycle ,1,No 
0x5652 ,Snack ,scooter ,1,No 
0xdcf ,Buffet ,scooter ,1,No 
0x20f7 ,Buffet ,motorcycle ,2,No 
0x84eb ,Buffet ,motorcycle ,1,No 
0x9f88 ,Meal ,motorcycle ,0,No 
0xbf28 ,Snack ,electric_scooter ,1,No 
0x5015 ,Meal ,scooter ,1,No 
0x99a7 ,Buffet ,scooter ,0,No 
0x943b ,Drinks ,electric_scooter ,1,No 
0xb2b0 ,Meal ,electric_scooter ,1,No 
0xd188 ,Buffet ,motorcycle ,2,No 
0x6bb5 ,Snack ,motorcycle ,1,No 
0xbb0f ,Drinks ,motorcycle ,1,No 
0x92be ,Meal ,scooter ,0,No 
0x7841 ,Drinks ,motorcycle ,1,No 
0x40b ,Meal ,scooter ,1,No 
0x70cc ,Snack ,motorcycle ,0,No 
0x4aaa ,Meal ,motorcycle ,0,No 
0x3735 ,Drinks ,scooter ,1,No 
0x5054 ,Buffet ,motorcycle ,1,No 
0x615a ,Snack ,motorcycle ,0,No 
0x5181 ,Meal ,scooter ,0,No 
0xb0dd ,Snack ,motorcycle ,0,No 
0x892e ,Buffet ,motorcycle ,1,No 
0xd569 ,Meal ,scooter ,0,No 
0xdeb5 ,Snack ,motorcycle ,1,No 
0xd607 ,Drinks ,motorcycle ,1,No 
0x48e8 ,Drinks ,motorcycle ,1,No 
0x7062 ,Snack ,scooter ,1,No 
0x9fe8 ,Drinks ,motorcycle ,2,No 
0x9ca4 ,Buffet ,electric_scooter ,1,No 
0x2976 ,Meal ,motorcycle ,0,No 
0x4d05 ,Snack ,motorcycle ,1,No 
0x67cd ,Snack ,motorcycle ,1,No 
0x8cba ,Snack ,scooter ,1,No 
0xab40 ,Meal ,motorcycle ,1,No 
0x6507 ,Snack ,scooter ,1,Yes 
0x6950 ,Meal ,scooter ,0,No 
0xb034 ,Buffet ,motorcycle ,2,No 
0x1038 ,Snack ,motorcycle ,1,No 
0xa0d2 ,Drinks ,electric_scooter ,1,No 
0x3a33 ,Snack ,scooter ,0,No 
0x9948 ,Drinks ,motorcycle ,1,No 
0xa5e2 ,Drinks ,motorcycle ,1,No 
0xe128 ,Drinks ,scooter ,0,No 
0x8ee2 ,Snack ,scooter ,0,No 
0x545 ,Snack ,scooter ,1,No 
0xdafa ,Meal ,motorcycle ,0,No 
0x8e5e ,Drinks ,electric_scooter ,1,No 
0xdc26 ,Buffet ,motorcycle ,1,No 
0x1a4b ,Drinks ,motorcycle ,0,No 
0xae67 ,Snack ,motorcycle ,1,No 
0x97bc ,Snack ,scooter ,0,No 
0x2367 ,Meal ,motorcycle ,NaN ,No 
0x193d ,Drinks ,electric_scooter ,1,No 
0x8761 ,Snack ,motorcycle ,1,No 
0xbde ,Meal ,motorcycle ,1,No 
0x6d42 ,Buffet ,motorcycle ,0,Yes 
0x14cb ,Drinks ,scooter ,1,No 
0xa7cd ,Snack ,scooter ,0,No 
0xb0a ,Meal ,motorcycle ,0,No 
0x6a5c ,Drinks ,scooter ,1,No 
0x9740 ,Meal ,motorcycle ,1,No 
0x70e7 ,Snack ,scooter ,1,No 
0x6104 ,Drinks ,scooter ,1,No 
0x8ac0 ,Snack ,scooter ,0,No 
0xccb5 ,Meal ,scooter ,1,No 
0x2256 ,Drinks ,motorcycle ,1,No 
0xb56e ,Meal ,scooter ,1,No 
0x5049 ,Snack ,scooter ,1,No 
0xbeb7 ,Snack ,scooter ,1,No 
