Delivery_person_ID,Delivery_person_Age,Vehicle_condition
BANGRES02DEL02 ,27,2
CHENRES20DEL02 ,31,2
MUMRES06DEL02 ,37,2
MUMRES20DEL02 ,24,0
SURRES06DEL02 ,23,0
CHENRES17DEL01 ,23,0
COIMBRES01DEL01 ,34,0
HYDRES13DEL01 ,21,0
INDORES12DEL02 ,35,1
LUDHRES08DEL03 ,34,2
JAPRES16DEL03 ,22,0
INDORES05DEL03 ,27,0
MUMRES07DEL03 ,37,1
BHPRES01DEL01 ,38,1
BANGRES17DEL01 ,38,0
CHENRES11DEL02 ,NaN ,2
DEHRES010DEL03 ,28,0
COIMBRES14DEL01 ,NaN ,0
SURRES07DEL02 ,23,1
KNPRES010DEL01 ,34,2
MUMRES010DEL01 ,20,0
ALHRES17DEL03 ,36,2
VADRES19DEL02 ,24,0
DEHRES06DEL03 ,38,0
COIMBRES010DEL03 ,34,0
DEHRES12DEL03 ,23,1
SURRES18DEL02 ,34,1
BANGRES010DEL03 ,29,0
HYDRES02DEL01 ,26,1
SURRES05DEL03 ,28,2
COIMBRES20DEL03 ,32,1
JAPRES13DEL03 ,26,1
DEHRES04DEL01 ,39,1
LUDHRES15DEL03 ,38,1
MYSRES19DEL01 ,23,0
AURGRES08DEL01 ,26,2
HYDRES07DEL02 ,29,2
JAPRES18DEL03 ,29,0
JAPRES19DEL03 ,20,1
MYSRES11DEL01 ,38,1
PUNERES20DEL01 ,27,0
RANCHIRES06DEL02 ,30,0
BANGRES04DEL02 ,21,0
JAPRES07DEL02 ,36,1
RANCHIRES09DEL02 ,26,0
CHENRES01DEL02 ,37,0
COIMBRES08DEL01 ,21,1
COIMBRES01DEL03 ,36,1
AURGRES04DEL01 ,21,1
BANGRES11DEL02 ,35,0
AURGRES01DEL03 ,33,1
RANCHIRES05DEL03 ,35,0
SURRES19DEL01 ,36,0
BANGRES01DEL01 ,35,2
INDORES03DEL02 ,20,0
LUDHRES11DEL02 ,NaN ,0
AURGRES17DEL01 ,23,0
RANCHIRES18DEL02 ,27,2
JAPRES09DEL01 ,32,2
SURRES11DEL01 ,22,2
PUNERES09DEL03 ,34,2
MYSRES20DEL01 ,39,0
COIMBRES010DEL03 ,30,0
CHENRES13DEL01 ,32,2
MYSRES06DEL03 ,29,2
VADRES18DEL01 ,33,2
CHENRES13DEL01 ,26,1
SURRES05DEL02 ,26,2
JAPRES08DEL02 ,20,0
KOCRES15DEL02 ,36,0
RANCHIRES08DEL03 ,33,0
VADRES18DEL02 ,21,0
COIMBRES13DEL01 ,29,2
SURRES06DEL01 ,29,0
BANGRES18DEL02 ,32,2
INDORES11DEL01 ,24,1
INDORES04DEL02 ,23,2
MUMRES16DEL03 ,22,0
BHPRES14DEL02 ,23,0
INDORES14DEL02 ,30,2
MYSRES17DEL02 ,29,2
SURRES12DEL03 ,32,1
MUMRES11DEL03 ,30,0
AURGRES18DEL03 ,35,1
MYSRES11DEL01 ,21,2
SURRES03DEL02 ,38,1
VADRES07DEL03 ,34,2
VADRES08DEL01 ,37,2
BANGRES17DEL03 ,30,2
LUDHRES15DEL02 ,22,0
HYDRES06DEL01 ,33,0
MUMRES19DEL03 ,20,0
PUNERES13DEL02 ,36,0
SURRES010DEL03 ,NaN ,1
MYSRES06DEL03 ,30,2
MUMRES01DEL03 ,38,1
HYDRES17DEL03 ,27,0
INDORES01DEL02 ,27,0
MYSRES13DEL02 ,21,0
INDORES03DEL03 ,30,1
LUDHRES18DEL02 ,28,1
RANCHIRES09DEL01 ,24,2
VADRES010DEL01 ,34,2
VADRES14DEL01 ,20,2
JAPRES17DEL01 ,28,1
VADRES13DEL01 ,31,2
HYDRES13DEL01 ,35,2
INDORES14DEL01 ,38,0
COIMBRES05DEL03 ,26,0
SURRES15DEL01 ,32,1
CHENRES06DEL02 ,23,2
MUMRES20DEL02 ,22,2
SURRES08DEL03 ,27,1
BANGRES20DEL03 ,31,2
MUMRES04DEL03 ,29,2
SURRES20DEL03 ,33,0
COIMBRES03DEL03 ,29,0
JAPRES11DEL02 ,33,2
KOLRES04DEL01 ,NaN ,3
BANGRES19DEL02 ,36,2
JAPRES08DEL03 ,29,0
DEHRES06DEL02 ,NaN ,2
CHENRES19DEL03 ,34,2
CHENRES06DEL03 ,25,0
PUNERES04DEL01 ,36,1
AURGRES05DEL02 ,22,0
HYDRES08DEL01 ,38,2
PUNERES17DEL01 ,21,1
VADRES04DEL01 ,35,0
SURRES12DEL01 ,25,0
CHENRES01DEL03 ,22,2
RANCHIRES19DEL02 ,31,2
MYSRES09DEL01 ,28,2
VADRES06DEL01 ,27,2
AGRRES15DEL01 ,23,0
BHPRES19DEL03 ,25,1
SURRES04DEL01 ,28,1
BANGRES11DEL03 ,38,2
PUNERES12DEL01 ,36,0
JAPRES05DEL01 ,24,1
INDORES17DEL02 ,28,0
MYSRES05DEL01 ,25,0
SURRES02DEL01 ,37,1
MUMRES14DEL01 ,34,1
AURGRES16DEL01 ,24,2
BANGRES20DEL02 ,37,2
CHENRES15DEL01 ,33,2
JAPRES15DEL01 ,30,0
PUNERES11DEL01 ,35,0
COIMBRES18DEL01 ,27,0
SURRES18DEL01 ,34,2
KOCRES16DEL02 ,33,1
KOCRES05DEL02 ,NaN ,2
MUMRES09DEL03 ,37,2
KOCRES12DEL02 ,28,1
INDORES16DEL02 ,22,0
KOLRES010DEL02 ,21,1
HYDRES03DEL02 ,22,2
LUDHRES04DEL02 ,33,0
BANGRES19DEL03 ,39,2
CHENRES20DEL02 ,27,0
INDORES06DEL03 ,37,1
CHENRES04DEL03 ,24,1
INDORES05DEL02 ,32,2
HYDRES01DEL02 ,38,1
RANCHIRES14DEL03 ,29,2
SURRES01DEL01 ,27,0
LUDHRES02DEL03 ,34,0
VADRES12DEL01 ,38,0
MUMRES13DEL01 ,26,2
MUMRES06DEL01 ,39,2
BANGRES13DEL02 ,38,2
MUMRES18DEL02 ,NaN ,0
LUDHRES16DEL02 ,28,2
BANGRES18DEL01 ,21,2
JAPRES03DEL02 ,24,0
COIMBRES11DEL02 ,30,2
VADRES11DEL02 ,24,2
INDORES09DEL01 ,38,2
COIMBRES14DEL01 ,24,0
CHENRES07DEL03 ,34,0
SURRES14DEL02 ,31,0
BANGRES15DEL01 ,37,1
MUMRES18DEL01 ,22,0
KNPRES11DEL02 ,33,0
COIMBRES09DEL03 ,34,0
VADRES01DEL03 ,36,0
KNPRES13DEL01 ,22,1
RANCHIRES08DEL03 ,34,1
INDORES20DEL02 ,35,0
CHENRES04DEL01 ,20,0
RANCHIRES09DEL03 ,27,2
MYSRES15DEL01 ,21,1
HYDRES07DEL02 ,31,0
VADRES12DEL01 ,22,2
PUNERES16DEL01 ,24,0
RANCHIRES03DEL02 ,24,2
CHENRES17DEL01 ,26,0
JAPRES03DEL02 ,34,0
COIMBRES14DEL01 ,23,1
GOARES08DEL01 ,39,1
INDORES20DEL03 ,33,1
HYDRES08DEL02 ,NaN ,1
COIMBRES20DEL01 ,21,0
BANGRES15DEL01 ,37,0
MYSRES18DEL02 ,39,1
SURRES16DEL03 ,38,0
CHENRES15DEL02 ,33,0
VADRES16DEL02 ,22,1
AGRRES15DEL02 ,21,2
COIMBRES010DEL02 ,39,1
INDORES15DEL02 ,30,0
INDORES08DEL02 ,35,1
SURRES010DEL02 ,32,2
SURRES010DEL03 ,36,1
AURGRES17DEL01 ,20,0
INDORES04DEL02 ,24,2
COIMBRES08DEL02 ,24,0
MUMRES04DEL02 ,21,2
BANGRES06DEL02 ,24,0
MUMRES18DEL03 ,36,1
COIMBRES09DEL01 ,NaN ,3
RANCHIRES07DEL01 ,30,2
KOLRES14DEL03 ,31,0
SURRES20DEL01 ,27,2
MUMRES12DEL01 ,24,1
JAPRES11DEL03 ,34,1
INDORES12DEL03 ,29,0
COIMBRES04DEL02 ,22,1
SURRES05DEL02 ,21,0
COIMBRES05DEL01 ,32,1
JAPRES12DEL03 ,27,2
SURRES010DEL02 ,21,1
MYSRES12DEL03 ,NaN ,2
MUMRES05DEL01 ,30,2
JAPRES14DEL02 ,28,1
COIMBRES12DEL02 ,28,1
KNPRES04DEL02 ,21,0
KOLRES11DEL03 ,21,0
RANCHIRES14DEL01 ,21,2
BANGRES05DEL02 ,21,1
KOCRES14DEL01 ,25,0
HYDRES17DEL02 ,38,2
CHENRES04DEL01 ,21,0
RANCHIRES15DEL01 ,30,0
ALHRES20DEL01 ,39,2
INDORES09DEL01 ,29,2
INDORES02DEL03 ,26,0
MYSRES05DEL02 ,28,0
CHENRES20DEL02 ,34,1
MUMRES18DEL03 ,24,2
SURRES04DEL01 ,26,2
MYSRES11DEL03 ,36,0
CHENRES20DEL01 ,26,1
COIMBRES15DEL03 ,35,2
PUNERES16DEL03 ,27,0
COIMBRES04DEL01 ,32,1
BANGRES010DEL03 ,22,2
JAPRES01DEL02 ,28,1
CHENRES05DEL02 ,39,1
CHENRES18DEL01 ,24,1
HYDRES11DEL03 ,28,2
PUNERES14DEL01 ,33,1
HYDRES02DEL01 ,35,1
JAPRES17DEL02 ,33,0
PUNERES01DEL02 ,37,1
CHENRES15DEL03 ,37,1
BHPRES19DEL01 ,25,1
AGRRES15DEL02 ,35,0
CHENRES09DEL01 ,39,2
MYSRES06DEL01 ,36,1
CHENRES11DEL02 ,38,2
INDORES010DEL02 ,36,1
JAPRES07DEL02 ,37,1
SURRES010DEL01 ,37,0
INDORES15DEL02 ,24,2
MYSRES16DEL02 ,39,2
HYDRES06DEL02 ,26,1
MYSRES010DEL01 ,20,0
KOCRES07DEL01 ,33,1
INDORES17DEL01 ,36,2
MYSRES11DEL01 ,26,0
COIMBRES14DEL01 ,23,0
RANCHIRES12DEL01 ,25,0
CHENRES20DEL03 ,28,1
RANCHIRES010DEL02 ,25,1
KOLRES12DEL03 ,30,0
SURRES19DEL01 ,33,1
COIMBRES04DEL01 ,29,0
VADRES06DEL01 ,NaN ,2
ALHRES16DEL03 ,27,1
LUDHRES01DEL02 ,22,2
MUMRES09DEL03 ,34,2
BANGRES05DEL03 ,28,1
BANGRES010DEL01 ,24,1
INDORES010DEL01 ,33,2
COIMBRES13DEL03 ,34,0
HYDRES02DEL01 ,29,0
SURRES20DEL01 ,23,1
CHENRES11DEL03 ,29,2
MUMRES19DEL03 ,38,0
COIMBRES03DEL01 ,28,1
MUMRES07DEL01 ,32,2
SURRES06DEL01 ,36,0
MUMRES19DEL02 ,29,2
PUNERES19DEL02 ,28,0
MYSRES13DEL01 ,21,1
HYDRES11DEL02 ,27,1
HYDRES12DEL02 ,35,2
CHENRES06DEL03 ,26,2
BANGRES08DEL01 ,26,2
SURRES16DEL01 ,30,2
INDORES07DEL01 ,30,1
JAPRES19DEL02 ,29,0
MUMRES06DEL02 ,25,2
MYSRES010DEL02 ,24,0
COIMBRES010DEL02 ,37,1
AGRRES12DEL02 ,25,1
MYSRES11DEL02 ,22,2
JAPRES04DEL03 ,33,1
SURRES05DEL01 ,33,1
AGRRES16DEL03 ,36,1
MYSRES07DEL02 ,33,2
MYSRES15DEL02 ,30,1
COIMBRES14DEL02 ,37,2
JAPRES06DEL03 ,33,1
HYDRES08DEL03 ,28,0
HYDRES09DEL01 ,29,0
VADRES17DEL02 ,21,0
COIMBRES11DEL02 ,38,0
LUDHRES18DEL01 ,21,2
VADRES04DEL02 ,38,2
BANGRES06DEL03 ,35,2
KOCRES03DEL02 ,22,0
CHENRES13DEL01 ,20,0
MUMRES11DEL01 ,33,1
COIMBRES04DEL02 ,23,0
PUNERES12DEL02 ,27,1
RANCHIRES20DEL03 ,36,2
AURGRES09DEL03 ,32,1
MYSRES17DEL02 ,27,0
PUNERES07DEL02 ,34,1
COIMBRES05DEL03 ,33,1
HYDRES20DEL02 ,21,2
CHENRES11DEL03 ,37,2
RANCHIRES04DEL02 ,34,2
KOCRES01DEL01 ,30,0
MYSRES20DEL01 ,35,2
PUNERES19DEL02 ,26,2
CHENRES01DEL02 ,30,0
LUDHRES09DEL03 ,20,1
SURRES02DEL03 ,35,1
RANCHIRES06DEL03 ,23,2
MUMRES20DEL02 ,31,2
PUNERES13DEL01 ,27,2
CHENRES010DEL01 ,38,1
INDORES02DEL02 ,35,1
CHENRES05DEL03 ,29,0
VADRES01DEL03 ,34,1
KOLRES19DEL02 ,31,1
MYSRES01DEL02 ,30,0
CHENRES15DEL03 ,37,0
MUMRES010DEL03 ,35,1
KOCRES15DEL03 ,23,2
KOCRES16DEL01 ,35,0
VADRES09DEL01 ,28,1
MUMRES07DEL02 ,NaN ,3
BHPRES05DEL03 ,25,2
RANCHIRES05DEL01 ,34,2
SURRES11DEL01 ,24,1
CHENRES18DEL01 ,25,0
HYDRES05DEL03 ,31,2
RANCHIRES14DEL01 ,20,1
COIMBRES20DEL02 ,31,2
KNPRES19DEL01 ,20,1
INDORES05DEL02 ,38,2
VADRES16DEL02 ,35,2
HYDRES19DEL02 ,31,0
RANCHIRES16DEL01 ,20,0
BHPRES010DEL01 ,31,1
BANGRES09DEL02 ,23,2
RANCHIRES14DEL02 ,20,1
HYDRES06DEL03 ,24,1
JAPRES05DEL02 ,24,1
MUMRES09DEL02 ,27,2
HYDRES02DEL02 ,24,1
VADRES010DEL01 ,26,1
INDORES17DEL02 ,21,0
MUMRES05DEL01 ,NaN ,1
MYSRES16DEL02 ,26,2
INDORES11DEL01 ,30,0
VADRES17DEL01 ,24,1
MUMRES18DEL02 ,21,1
MUMRES12DEL03 ,27,1
RANCHIRES19DEL01 ,25,2
BHPRES14DEL01 ,32,2
HYDRES05DEL01 ,31,1
RANCHIRES20DEL03 ,32,1
SURRES15DEL01 ,35,1
KOLRES16DEL03 ,31,0
KNPRES01DEL01 ,34,2
SURRES05DEL02 ,22,0
COIMBRES09DEL03 ,31,1
HYDRES09DEL02 ,NaN ,3
RANCHIRES03DEL03 ,33,0
MYSRES07DEL01 ,23,0
JAPRES05DEL01 ,34,2
PUNERES15DEL02 ,30,1
VADRES07DEL03 ,NaN ,1
HYDRES04DEL02 ,38,2
MUMRES15DEL03 ,27,1
INDORES17DEL03 ,22,2
COIMBRES19DEL03 ,21,2
BANGRES09DEL01 ,34,1
JAPRES12DEL02 ,39,2
BANGRES18DEL01 ,35,1
CHENRES01DEL02 ,32,0
HYDRES07DEL03 ,32,1
PUNERES010DEL02 ,38,2
PUNERES09DEL02 ,31,1
VADRES09DEL02 ,NaN ,0
GOARES17DEL03 ,30,2
PUNERES13DEL01 ,25,1
JAPRES01DEL03 ,28,2
MUMRES09DEL02 ,33,1
CHENRES16DEL02 ,21,2
KOLRES02DEL02 ,37,0
HYDRES05DEL03 ,26,0
MYSRES07DEL02 ,31,2
BANGRES07DEL02 ,20,2
ALHRES12DEL01 ,23,1
BANGRES02DEL01 ,36,0
AURGRES08DEL03 ,38,1
HYDRES01DEL03 ,26,2
CHENRES19DEL02 ,28,1
MUMRES09DEL02 ,22,1
SURRES20DEL02 ,35,2
AURGRES01DEL03 ,39,2
SURRES08DEL03 ,20,2
RANCHIRES14DEL02 ,30,0
LUDHRES09DEL01 ,34,1
BANGRES19DEL02 ,23,1
AGRRES01DEL01 ,34,2
VADRES15DEL01 ,25,2
RANCHIRES15DEL03 ,35,2
HYDRES010DEL02 ,27,1
RANCHIRES15DEL03 ,25,0
KOCRES17DEL01 ,26,0
KOCRES04DEL03 ,20,1
SURRES13DEL02 ,28,0
KNPRES12DEL03 ,38,2
MYSRES20DEL01 ,23,1
VADRES08DEL02 ,27,2
MYSRES09DEL01 ,37,1
COIMBRES16DEL03 ,38,2
KNPRES20DEL01 ,31,2
VADRES18DEL03 ,30,2
BANGRES01DEL01 ,32,0
MYSRES09DEL02 ,23,0
PUNERES010DEL02 ,23,2
INDORES07DEL02 ,27,2
LUDHRES08DEL01 ,26,0
HYDRES01DEL01 ,21,2
RANCHIRES010DEL01 ,24,0
MYSRES08DEL01 ,23,2
VADRES06DEL01 ,34,2
RANCHIRES07DEL02 ,38,0
PUNERES07DEL01 ,31,2
PUNERES18DEL01 ,31,2
AGRRES17DEL01 ,38,0
JAPRES08DEL03 ,22,1
BANGRES15DEL02 ,37,0
INDORES13DEL03 ,28,0
GOARES13DEL03 ,21,0
HYDRES08DEL02 ,21,2
RANCHIRES09DEL01 ,32,1
SURRES07DEL01 ,32,0
KOLRES17DEL01 ,21,0
ALHRES13DEL03 ,37,0
VADRES08DEL03 ,35,2
PUNERES04DEL01 ,30,0
AURGRES16DEL03 ,27,0
RANCHIRES08DEL03 ,37,1
RANCHIRES19DEL01 ,21,0
MYSRES20DEL03 ,23,2
MYSRES07DEL03 ,20,1
ALHRES15DEL01 ,24,2
DEHRES09DEL01 ,35,1
BANGRES05DEL01 ,15,3
PUNERES04DEL01 ,33,0
HYDRES17DEL03 ,25,2
BANGRES04DEL02 ,20,1
RANCHIRES11DEL01 ,36,0
MUMRES05DEL03 ,37,2
JAPRES15DEL03 ,23,0
HYDRES05DEL01 ,33,1
JAPRES19DEL01 ,29,1
VADRES05DEL01 ,34,0
JAPRES16DEL03 ,29,1
INDORES03DEL03 ,23,2
HYDRES11DEL01 ,27,2
CHENRES07DEL02 ,32,2
CHENRES15DEL03 ,22,1
DEHRES02DEL02 ,28,2
COIMBRES19DEL03 ,28,2
HYDRES08DEL02 ,34,1
HYDRES08DEL02 ,33,2
HYDRES14DEL02 ,31,0
JAPRES08DEL03 ,21,1
MUMRES010DEL01 ,32,2
HYDRES05DEL02 ,33,0
PUNERES19DEL02 ,22,2
KOLRES03DEL02 ,22,1
INDORES02DEL02 ,33,0
VADRES03DEL03 ,28,2
BANGRES09DEL02 ,30,2
PUNERES09DEL02 ,30,0
INDORES12DEL03 ,26,2
BANGRES20DEL01 ,32,1
COIMBRES07DEL01 ,NaN ,3
KOCRES12DEL03 ,23,2
JAPRES14DEL03 ,26,0
DEHRES18DEL01 ,27,2
VADRES03DEL01 ,37,0
RANCHIRES18DEL02 ,28,1
JAPRES16DEL03 ,23,1
CHENRES20DEL03 ,22,0
VADRES18DEL02 ,23,2
PUNERES14DEL02 ,38,1
PUNERES05DEL01 ,32,1
KOLRES08DEL01 ,32,2
INDORES06DEL03 ,37,0
JAPRES19DEL03 ,35,0
MYSRES04DEL01 ,24,2
AURGRES17DEL02 ,29,2
AURGRES08DEL02 ,38,0
BANGRES15DEL02 ,20,1
GOARES15DEL02 ,25,1
INDORES15DEL01 ,28,0
CHENRES13DEL02 ,34,1
VADRES17DEL03 ,27,0
AURGRES15DEL02 ,31,0
CHENRES01DEL03 ,37,2
RANCHIRES06DEL01 ,32,1
JAPRES16DEL02 ,38,1
KOLRES15DEL01 ,NaN ,1
RANCHIRES15DEL02 ,23,1
HYDRES07DEL03 ,27,2
PUNERES010DEL02 ,24,1
JAPRES19DEL01 ,22,1
RANCHIRES08DEL03 ,24,0
DEHRES06DEL01 ,29,2
COIMBRES04DEL03 ,31,1
AGRRES11DEL03 ,30,0
PUNERES15DEL01 ,38,0
INDORES06DEL02 ,24,0
INDORES05DEL01 ,26,2
CHENRES16DEL02 ,25,2
PUNERES19DEL02 ,29,0
CHENRES05DEL01 ,36,1
BANGRES08DEL02 ,29,1
MUMRES05DEL02 ,NaN ,0
GOARES07DEL02 ,35,1
MYSRES18DEL02 ,38,1
MUMRES07DEL01 ,31,1
SURRES01DEL01 ,36,1
AURGRES010DEL03 ,27,0
SURRES04DEL03 ,31,1
AURGRES06DEL03 ,20,1
GOARES20DEL01 ,24,1
COIMBRES03DEL01 ,27,0
INDORES08DEL03 ,29,2
CHENRES17DEL03 ,35,1
COIMBRES19DEL03 ,30,0
KOCRES02DEL01 ,34,1
GOARES17DEL02 ,31,1
COIMBRES17DEL02 ,23,0
VADRES05DEL03 ,35,0
PUNERES07DEL01 ,20,2
CHENRES12DEL02 ,30,1
AGRRES16DEL03 ,30,2
KOLRES11DEL01 ,35,2
RANCHIRES02DEL01 ,26,0
GOARES010DEL01 ,38,0
KOLRES03DEL01 ,34,2
AGRRES17DEL03 ,22,0
VADRES15DEL01 ,21,1
VADRES010DEL01 ,34,0
GOARES18DEL02 ,28,1
CHENRES010DEL01 ,23,1
RANCHIRES20DEL01 ,39,2
KNPRES09DEL02 ,21,1
JAPRES13DEL03 ,39,2
COIMBRES02DEL01 ,35,2
INDORES13DEL01 ,34,1
HYDRES15DEL03 ,36,2
MUMRES17DEL03 ,24,2
JAPRES14DEL01 ,37,1
SURRES07DEL01 ,27,1
MUMRES17DEL01 ,25,2
JAPRES16DEL02 ,31,1
VADRES04DEL02 ,28,2
KOCRES05DEL03 ,38,1
JAPRES09DEL03 ,37,2
PUNERES03DEL02 ,38,2
BANGRES08DEL02 ,20,0
VADRES08DEL02 ,37,2
VADRES03DEL01 ,20,2
MYSRES12DEL02 ,30,1
AURGRES13DEL02 ,36,0
MUMRES08DEL02 ,33,0
RANCHIRES12DEL03 ,34,2
VADRES14DEL01 ,25,1
PUNERES01DEL03 ,NaN ,3
RANCHIRES12DEL02 ,38,2
MYSRES11DEL01 ,35,0
BANGRES05DEL02 ,34,0
RANCHIRES12DEL01 ,34,0
MYSRES08DEL02 ,34,0
KOLRES15DEL02 ,20,0
MYSRES01DEL02 ,37,1
BANGRES11DEL01 ,29,2
MUMRES02DEL01 ,30,1
MYSRES07DEL02 ,26,1
JAPRES02DEL02 ,37,0
JAPRES010DEL03 ,39,0
KNPRES16DEL01 ,27,0
BHPRES04DEL01 ,21,2
AGRRES20DEL01 ,31,0
KNPRES16DEL01 ,25,2
MUMRES17DEL03 ,38,1
COIMBRES18DEL03 ,26,0
INDORES19DEL03 ,27,2
LUDHRES16DEL03 ,39,1
BANGRES14DEL01 ,31,2
RANCHIRES19DEL01 ,29,1
RANCHIRES18DEL03 ,25,1
CHENRES13DEL03 ,37,2
RANCHIRES05DEL02 ,23,0
SURRES16DEL01 ,39,0
SURRES14DEL02 ,27,1
KOCRES14DEL02 ,38,1
GOARES02DEL02 ,33,0
MYSRES16DEL01 ,23,1
COIMBRES16DEL01 ,30,2
VADRES14DEL01 ,39,0
INDORES08DEL03 ,36,0
SURRES16DEL02 ,28,0
MYSRES11DEL03 ,35,0
INDORES20DEL01 ,29,0
VADRES20DEL01 ,31,0
SURRES04DEL03 ,30,2
HYDRES01DEL02 ,39,1
MYSRES16DEL01 ,38,2
VADRES01DEL03 ,31,2
AGRRES010DEL02 ,30,2
LUDHRES12DEL01 ,20,2
CHENRES05DEL01 ,32,2
JAPRES010DEL02 ,36,1
INDORES07DEL02 ,34,2
JAPRES11DEL03 ,22,1
JAPRES08DEL02 ,38,2
LUDHRES15DEL01 ,32,2
JAPRES16DEL02 ,28,2
COIMBRES14DEL03 ,23,2
INDORES20DEL03 ,39,0
RANCHIRES01DEL03 ,29,0
BANGRES16DEL01 ,39,2
CHENRES06DEL01 ,25,2
JAPRES13DEL01 ,32,0
PUNERES18DEL02 ,32,2
MUMRES15DEL01 ,37,0
ALHRES20DEL03 ,38,2
BANGRES08DEL01 ,27,1
MUMRES18DEL03 ,26,0
AGRRES08DEL03 ,26,1
SURRES01DEL03 ,36,0
COIMBRES12DEL02 ,25,2
COIMBRES17DEL01 ,27,2
PUNERES13DEL01 ,25,2
KNPRES010DEL02 ,38,2
SURRES02DEL02 ,26,0
CHENRES14DEL01 ,32,0
RANCHIRES18DEL02 ,25,2
AGRRES01DEL03 ,33,0
COIMBRES14DEL02 ,31,1
VADRES13DEL01 ,38,0
RANCHIRES08DEL01 ,NaN ,3
HYDRES09DEL01 ,35,2
PUNERES18DEL02 ,21,1
INDORES010DEL01 ,24,0
COIMBRES18DEL02 ,35,0
INDORES04DEL01 ,22,0
MYSRES01DEL02 ,31,2
HYDRES09DEL02 ,35,0
HYDRES09DEL01 ,27,2
CHENRES16DEL03 ,34,1
MUMRES20DEL01 ,34,0
COIMBRES15DEL03 ,25,0
BANGRES20DEL02 ,33,0
KOCRES14DEL03 ,38,2
SURRES19DEL03 ,21,2
MUMRES13DEL03 ,38,0
BANGRES010DEL01 ,22,1
COIMBRES02DEL02 ,38,1
INDORES09DEL03 ,NaN ,3
RANCHIRES15DEL01 ,28,1
INDORES01DEL01 ,39,2
BANGRES13DEL01 ,NaN ,3
MUMRES08DEL02 ,35,2
VADRES12DEL02 ,28,1
MUMRES14DEL01 ,29,0
PUNERES12DEL02 ,NaN ,3
BANGRES18DEL01 ,31,2
VADRES06DEL03 ,29,2
BANGRES15DEL03 ,34,2
JAPRES03DEL01 ,26,2
CHENRES02DEL02 ,22,2
COIMBRES20DEL03 ,25,2
LUDHRES13DEL02 ,24,2
INDORES18DEL03 ,NaN ,2
MUMRES12DEL03 ,23,2
MUMRES12DEL02 ,26,0
JAPRES18DEL01 ,20,2
MYSRES03DEL01 ,36,1
VADRES010DEL02 ,25,1
BANGRES010DEL03 ,31,0
SURRES09DEL02 ,20,1
SURRES09DEL01 ,22,1
CHENRES18DEL01 ,21,0
HYDRES13DEL01 ,28,0
SURRES17DEL01 ,34,1
MYSRES08DEL03 ,35,0
CHENRES07DEL01 ,25,1
KOLRES05DEL02 ,24,1
VADRES010DEL03 ,35,2
CHENRES03DEL03 ,31,1
KNPRES12DEL01 ,20,0
DEHRES01DEL02 ,30,2
RANCHIRES16DEL03 ,30,2
INDORES14DEL01 ,21,2
MYSRES12DEL02 ,20,1
COIMBRES010DEL02 ,27,2
PUNERES20DEL01 ,32,0
JAPRES010DEL03 ,34,0
PUNERES03DEL03 ,31,0
COIMBRES16DEL03 ,31,1
COIMBRES13DEL01 ,37,0
BHPRES14DEL01 ,21,2
VADRES14DEL01 ,29,1
MYSRES20DEL03 ,27,2
CHENRES010DEL01 ,27,1
COIMBRES06DEL02 ,23,1
RANCHIRES12DEL01 ,28,0
RANCHIRES20DEL03 ,34,2
MYSRES03DEL03 ,38,2
HYDRES09DEL02 ,36,2
RANCHIRES19DEL03 ,30,0
CHENRES06DEL01 ,35,0
SURRES17DEL02 ,30,1
KOCRES16DEL01 ,39,1
CHENRES03DEL03 ,24,1
KOCRES19DEL01 ,29,2
VADRES06DEL02 ,30,0
CHENRES14DEL01 ,36,1
CHENRES20DEL03 ,25,1
KNPRES09DEL03 ,26,2
AGRRES15DEL02 ,36,1
RANCHIRES15DEL01 ,36,2
INDORES13DEL02 ,28,1
VADRES01DEL02 ,22,1
KNPRES01DEL02 ,32,1
RANCHIRES20DEL02 ,35,1
KOLRES12DEL01 ,32,1
SURRES010DEL03 ,25,2
AURGRES04DEL03 ,31,1
MUMRES02DEL01 ,34,0
HYDRES09DEL03 ,20,0
BANGRES010DEL01 ,50,3
HYDRES17DEL03 ,28,0
HYDRES14DEL01 ,NaN ,0
CHENRES16DEL03 ,27,0
ALHRES13DEL03 ,36,2
CHENRES19DEL03 ,24,1
MUMRES08DEL01 ,36,0
COIMBRES03DEL03 ,20,1
COIMBRES15DEL01 ,23,2
BANGRES16DEL01 ,32,2
MYSRES18DEL01 ,39,2
INDORES15DEL01 ,21,0
BANGRES18DEL01 ,20,0
INDORES19DEL01 ,28,0
COIMBRES03DEL03 ,25,2
CHENRES20DEL02 ,33,1
AGRRES15DEL03 ,27,0
HYDRES01DEL03 ,37,2
CHENRES14DEL03 ,27,0
JAPRES01DEL01 ,29,0
CHENRES010DEL03 ,37,1
SURRES19DEL01 ,37,1
SURRES13DEL01 ,26,2
ALHRES20DEL02 ,31,1
KNPRES13DEL02 ,24,0
JAPRES07DEL03 ,24,1
KOLRES18DEL03 ,23,0
SURRES04DEL02 ,26,0
INDORES09DEL03 ,30,2
BHPRES02DEL01 ,20,0
SURRES05DEL03 ,28,0
JAPRES11DEL02 ,39,0
RANCHIRES13DEL01 ,50,3
JAPRES14DEL01 ,22,0
MUMRES03DEL03 ,33,1
CHENRES08DEL03 ,23,2
HYDRES08DEL03 ,24,2
RANCHIRES09DEL01 ,34,1
