ID,City,Weatherconditions,Road_traffic_density
0x4d56 ,Metropolitian ,conditions Cloudy,Low 
0x66bf ,Metropolitian ,conditions Cloudy,Low 
0x6c44 ,Metropolitian ,conditions Stormy,Jam 
0x75ba ,Metropolitian ,conditions Windy,Jam 
0xb0d1 ,Metropolitian ,conditions Fog,Low 
0x9dbb ,Urban ,conditions Cloudy,Jam 
0xa5a3 ,Metropolitian ,conditions Sunny,Low 
0x470c ,Metropolitian ,conditions Cloudy,Jam 
0x566 ,Metropolitian ,conditions NaN,NaN 
0x74d3 ,Metropolitian ,conditions Sandstorms,Low 
0xab82 ,Metropolitian ,conditions Stormy,High 
0x3b21 ,Urban ,conditions Cloudy,Low 
0xd6d5 ,Metropolitian ,conditions Sunny,High 
0x4c2f ,Urban ,conditions Sunny,Jam 
0x5ec6 ,Metropolitian ,conditions Sunny,Jam 
0x6a10 ,Metropolitian ,conditions Cloudy,Jam 
0x19df ,Metropolitian ,conditions Sandstorms,Low 
0xd644 ,Metropolitian ,conditions Sunny,Jam 
0x7298 ,Metropolitian ,conditions Fog,Medium 
0xf2c ,Metropolitian ,conditions Cloudy,Medium 
0xadcb ,Urban ,conditions Stormy,Low 
0x4181 ,Metropolitian ,conditions Sandstorms,Medium 
0x9d9c ,Metropolitian ,conditions Windy,High 
0x1984 ,Metropolitian ,conditions Sunny,Low 
0x2460 ,Metropolitian ,conditions Sandstorms,Medium 
0xbe89 ,Urban ,conditions Cloudy,Low 
0x7ddf ,Metropolitian ,conditions Sandstorms,Medium 
0x7b07 ,Metropolitian ,conditions Windy,Medium 
0x35ec ,Metropolitian ,conditions Sunny,Medium 
0xc6bb ,Metropolitian ,conditions Stormy,Low 
0xa925 ,Metropolitian ,conditions Cloudy,Medium 
0x182f ,Metropolitian ,conditions Sandstorms,Low 
0xcb99 ,Metropolitian ,conditions Fog,Low 
0x7b2d ,Urban ,conditions Sunny,Jam 
0x1630 ,Metropolitian ,conditions Cloudy,Medium 
0x10d6 ,Metropolitian ,conditions Sandstorms,Jam 
0xb849 ,Urban ,conditions Windy,Low 
0xe45 ,Metropolitian ,conditions Fog,High 
0xb47e ,Urban ,conditions Cloudy,Jam 
0x7a87 ,Metropolitian ,conditions Sunny,Low 
0xc885 ,NaN ,conditions Cloudy,Low 
0xe95 ,Urban ,conditions Cloudy,Low 
0x7638 ,Urban ,conditions Fog,Low 
0x4f16 ,Metropolitian ,conditions Fog,Jam 
0x81d7 ,Metropolitian ,conditions Fog,Low 
0xa22d ,Urban ,conditions Sunny,High 
0x72d ,Metropolitian ,conditions Stormy,Medium 
0x3641 ,Metropolitian ,conditions Windy,Jam 
0xea8 ,Metropolitian ,conditions Cloudy,Jam 
0x7b13 ,Metropolitian ,conditions Sandstorms,Low 
0x55e5 ,Metropolitian ,conditions Sandstorms,High 
0xa101 ,Metropolitian ,conditions Cloudy,Low 
0x102a ,Urban ,conditions Fog,Low 
0xe1a5 ,Metropolitian ,conditions Windy,Jam 
0xdb73 ,Metropolitian ,conditions Cloudy,Jam 
0x69ac ,Metropolitian ,conditions Cloudy,Jam 
0x5a45 ,Metropolitian ,conditions Sunny,High 
0x472e ,Urban ,conditions Sandstorms,Low 
0x804a ,Metropolitian ,conditions Stormy,Medium 
0x7c19 ,Metropolitian ,conditions Windy,Jam 
0x20d3 ,Metropolitian ,conditions Windy,Jam 
0x8029 ,Metropolitian ,conditions Sunny,Jam 
0x6a01 ,Metropolitian ,conditions Windy,Low 
0x2b00 ,Metropolitian ,conditions Fog,Jam 
0x8cc8 ,Metropolitian ,conditions Stormy,Medium 
0x3319 ,Metropolitian ,conditions Sandstorms,Low 
0x8271 ,Urban ,conditions Windy,Medium 
0x1122 ,Metropolitian ,conditions Fog,Medium 
0x9e75 ,Urban ,conditions Sunny,Low 
0x2f86 ,Urban ,conditions Windy,Jam 
0xd6b ,Metropolitian ,conditions Sunny,Low 
0x6a50 ,Metropolitian ,conditions Stormy,Medium 
0x4b27 ,Urban ,conditions Sandstorms,High 
0x36dc ,Metropolitian ,conditions Sandstorms,Medium 
0x489d ,Metropolitian ,conditions Sunny,Low 
0x7b96 ,Urban ,conditions Stormy,Low 
0x7421 ,Metropolitian ,conditions Windy,Jam 
0xc3a8 ,Urban ,conditions Fog,Low 
0xc06a ,NaN ,conditions Cloudy,Low 
0xe0ab ,NaN ,conditions Sandstorms,Jam 
0x6624 ,Urban ,conditions Sunny,Jam 
0x43cf ,Urban ,conditions Sunny,High 
0xc9d2 ,Metropolitian ,conditions Sandstorms,Medium 
0x6c22 ,Urban ,conditions Sunny,Medium 
0x58b4 ,Metropolitian ,conditions Stormy,Medium 
0x3638 ,Metropolitian ,conditions Fog,Low 
0x8bfa ,Metropolitian ,conditions Windy,Medium 
0x7b31 ,Metropolitian ,conditions Stormy,Low 
0xcead ,Urban ,conditions Sandstorms,Jam 
0xa62c ,Urban ,conditions Sandstorms,Low 
0xa563 ,Metropolitian ,conditions Cloudy,Low 
0xc3a1 ,Metropolitian ,conditions Sandstorms,Low 
0xb77b ,Metropolitian ,conditions Sandstorms,Medium 
0x58cf ,Urban ,conditions Fog,Jam 
0x6487 ,Metropolitian ,conditions Cloudy,Medium 
0x9d1 ,Metropolitian ,conditions Sandstorms,Medium 
0x2846 ,Metropolitian ,conditions Sandstorms,High 
0x8240 ,Metropolitian ,conditions Windy,Low 
0x1d1b ,Metropolitian ,conditions Sunny,Jam 
0xc649 ,Metropolitian ,conditions Fog,Jam 
0x158c ,Metropolitian ,conditions Stormy,High 
0x2a1b ,Metropolitian ,conditions Fog,Jam 
0x39e1 ,Metropolitian ,conditions Fog,Medium 
0xac94 ,Metropolitian ,conditions Sandstorms,Medium 
0xa8e0 ,Metropolitian ,conditions Sandstorms,Low 
0x17cc ,Metropolitian ,conditions Cloudy,Jam 
0xba4d ,Metropolitian ,conditions Windy,Low 
0x8598 ,Metropolitian ,conditions Stormy,Medium 
0x89fb ,Urban ,conditions Fog,Jam 
0xbe99 ,Metropolitian ,conditions Sunny,Low 
0x65a ,Metropolitian ,conditions Sandstorms,Medium 
0x551 ,Metropolitian ,conditions NaN,NaN 
0x9a98 ,Metropolitian ,conditions Windy,Jam 
0xa5b3 ,Metropolitian ,conditions Windy,Jam 
0xbf45 ,Metropolitian ,conditions Stormy,Low 
0x438e ,Metropolitian ,conditions Sunny,Low 
0x45b4 ,Metropolitian ,conditions Sunny,Low 
0xb036 ,Metropolitian ,conditions Cloudy,Medium 
0x206e ,Metropolitian ,conditions Fog,Medium 
0xa378 ,Metropolitian ,conditions Sunny,Jam 
0xcf10 ,Metropolitian ,conditions Stormy,Low 
0xbfe3 ,Metropolitian ,conditions Sandstorms,Low 
0x828a ,NaN ,conditions Fog,Low 
0x53f2 ,Metropolitian ,conditions Sunny,Medium 
0x81ff ,Metropolitian ,conditions Stormy,Medium 
0x36ef ,Urban ,conditions Sandstorms,Jam 
0xb7a2 ,NaN ,conditions Fog,Low 
0x3a88 ,Metropolitian ,conditions Cloudy,High 
0xd12 ,Metropolitian ,conditions Windy,Jam 
0x155c ,Metropolitian ,conditions Sandstorms,Jam 
0x1458 ,Metropolitian ,conditions Windy,Low 
0x5d6b ,Urban ,conditions Fog,Jam 
0xa23d ,Metropolitian ,conditions Sandstorms,Low 
0x48bc ,Metropolitian ,conditions Fog,Jam 
0x18ca ,Urban ,conditions Sandstorms,Jam 
0x1604 ,Urban ,conditions Windy,Jam 
0x6b7e ,Metropolitian ,conditions Cloudy,Low 
0xbf0a ,Urban ,conditions NaN,Low 
0x7f24 ,Metropolitian ,conditions Fog,Medium 
0xc75b ,Metropolitian ,conditions Stormy,High 
0xabcc ,Metropolitian ,conditions Sunny,High 
0xbcf1 ,Metropolitian ,conditions Sunny,Medium 
0xc796 ,Metropolitian ,conditions Stormy,Medium 
0xac1f ,Metropolitian ,conditions Stormy,Low 
0x1560 ,Metropolitian ,conditions Sandstorms,Jam 
0x904f ,Metropolitian ,conditions Sandstorms,Medium 
0x580d ,Urban ,conditions Stormy,Jam 
0xaaa3 ,Metropolitian ,conditions Cloudy,Medium 
0xad6a ,Metropolitian ,conditions Cloudy,Low 
0x220a ,Metropolitian ,conditions Cloudy,Jam 
0xd97b ,Urban ,conditions Cloudy,High 
0x979a ,Metropolitian ,conditions Stormy,Jam 
0xb8bb ,Metropolitian ,conditions Fog,High 
0x9942 ,Metropolitian ,conditions Windy,Jam 
0x2210 ,Metropolitian ,conditions Fog,Low 
0xbd6e ,Urban ,conditions Sunny,Jam 
0x7724 ,Metropolitian ,conditions Fog,Low 
0x39eb ,Metropolitian ,conditions Fog,Jam 
0x59aa ,Urban ,conditions Sandstorms,Low 
0xbca4 ,Urban ,conditions Cloudy,Low 
0x3ef0 ,Metropolitian ,conditions Cloudy,Medium 
0xdca0 ,Urban ,conditions Windy,Low 
0xdd5d ,Urban ,conditions Windy,High 
0x45ea ,Metropolitian ,conditions Stormy,Jam 
0xdcb6 ,Metropolitian ,conditions Windy,Jam 
0x698d ,Metropolitian ,conditions Fog,Medium 
0xa29a ,Metropolitian ,conditions Sandstorms,Low 
0x402b ,Urban ,conditions Cloudy,Low 
0x5e7b ,Metropolitian ,conditions Windy,Medium 
0x1fa6 ,Metropolitian ,conditions Sunny,High 
0xb44b ,Metropolitian ,conditions Cloudy,High 
0x94de ,Metropolitian ,conditions Fog,Jam 
0xd9e3 ,Metropolitian ,conditions Sandstorms,High 
0x5c0b ,Metropolitian ,conditions Stormy,Jam 
0x59ef ,Metropolitian ,conditions Windy,Jam 
0x26fc ,Metropolitian ,conditions Sandstorms,Medium 
0x6d71 ,Metropolitian ,conditions Windy,Low 
0xd334 ,Metropolitian ,conditions Sandstorms,Medium 
0x9861 ,Metropolitian ,conditions Stormy,High 
0x135a ,Urban ,conditions Fog,Low 
0x1aff ,Metropolitian ,conditions Sunny,Medium 
0x7d14 ,Metropolitian ,conditions Cloudy,Medium 
0x8c95 ,Metropolitian ,conditions Sandstorms,Jam 
0xdf12 ,Urban ,conditions Sunny,Low 
0x2daf ,Metropolitian ,conditions Sunny,Low 
0x7412 ,Urban ,conditions Sandstorms,Medium 
0xc15c ,Metropolitian ,conditions Windy,High 
0x69ed ,Metropolitian ,conditions Sandstorms,High 
0x34c2 ,Metropolitian ,conditions Windy,Medium 
0x80bc ,Urban ,conditions Fog,Jam 
0xa3f0 ,Metropolitian ,conditions Sandstorms,Medium 
0x2b59 ,NaN ,conditions Fog,Low 
0xce05 ,Urban ,conditions Fog,Low 
0x9f8d ,Metropolitian ,conditions Windy,Jam 
0x6898 ,Metropolitian ,conditions Sunny,Medium 
0x4be4 ,Urban ,conditions Sunny,Medium 
0x8bbc ,Metropolitian ,conditions Cloudy,Medium 
0xb4ac ,Metropolitian ,conditions Sunny,Jam 
0x3609 ,Metropolitian ,conditions Sandstorms,Medium 
0xc89c ,Metropolitian ,conditions Cloudy,Medium 
0x306b ,Urban ,conditions Windy,Low 
0xc985 ,Metropolitian ,conditions Sandstorms,Low 
0x2a67 ,Metropolitian ,conditions Cloudy,Medium 
0x6e63 ,Urban ,conditions Sunny,High 
0x2de8 ,Urban ,conditions Stormy,Low 
0x2b16 ,NaN ,conditions Cloudy,Medium 
0xaf73 ,Urban ,conditions Windy,Medium 
0x492f ,Metropolitian ,conditions Sandstorms,Jam 
0xcfde ,Metropolitian ,conditions Sunny,Low 
0xc1d8 ,Metropolitian ,conditions Sandstorms,Jam 
0x7784 ,Urban ,conditions Windy,Low 
0xa83a ,Metropolitian ,conditions Fog,Jam 
0x8985 ,Urban ,conditions Windy,Jam 
0xb2b1 ,Metropolitian ,conditions Cloudy,Low 
0x5269 ,Urban ,conditions Windy,Low 
0x674a ,Urban ,conditions Sandstorms,Low 
0x626d ,Metropolitian ,conditions Windy,Medium 
0x4769 ,Metropolitian ,conditions Sunny,Jam 
0x7481 ,Metropolitian ,conditions Sunny,High 
0xb7a8 ,Urban ,conditions Stormy,Low 
0x4a2e ,Metropolitian ,conditions Fog,High 
0x500c ,Metropolitian ,conditions Sandstorms,Medium 
0x4961 ,Metropolitian ,conditions Cloudy,Jam 
0x99a9 ,Metropolitian ,conditions Sunny,Jam 
0x758e ,Urban ,conditions Fog,Low 
0x5a4a ,Metropolitian ,conditions Stormy,Medium 
0x596c ,Metropolitian ,conditions Sandstorms,Medium 
0xa75 ,Metropolitian ,conditions Fog,Low 
0xce3d ,Metropolitian ,conditions Sandstorms,Medium 
0x444 ,Metropolitian ,conditions NaN,NaN 
0xddb3 ,NaN ,conditions Sandstorms,High 
0x3d27 ,Urban ,conditions Fog,Jam 
0xb477 ,Metropolitian ,conditions Cloudy,Jam 
0x1333 ,Metropolitian ,conditions Fog,Medium 
0x31b6 ,Urban ,conditions Fog,Low 
0x236d ,Metropolitian ,conditions Windy,Jam 
0x32f2 ,Metropolitian ,conditions Sandstorms,Jam 
0x66b9 ,Metropolitian ,conditions Sandstorms,Jam 
0xa6ab ,Urban ,conditions Cloudy,Jam 
0xc70a ,Metropolitian ,conditions Fog,Low 
0x6aae ,Urban ,conditions Cloudy,Low 
0xe027 ,Metropolitian ,conditions Windy,Medium 
0xe247 ,Metropolitian ,conditions Sunny,Low 
0x9545 ,Metropolitian ,conditions Fog,Jam 
0x7be2 ,Urban ,conditions Cloudy,Medium 
0x131b ,Metropolitian ,conditions Stormy,Low 
0xcb4 ,Urban ,conditions Sunny,Jam 
0x377c ,Urban ,conditions Fog,Jam 
0x7761 ,Metropolitian ,conditions Stormy,Low 
0x6569 ,Metropolitian ,conditions Stormy,Low 
0xd3f ,Metropolitian ,conditions Stormy,Low 
0xbec3 ,Metropolitian ,conditions Windy,Medium 
0xd08f ,Metropolitian ,conditions Sunny,Low 
0x12ad ,Metropolitian ,conditions Stormy,Jam 
0x54ec ,Metropolitian ,conditions Stormy,Jam 
0x8111 ,Urban ,conditions Sandstorms,High 
0x70c0 ,Metropolitian ,conditions Stormy,High 
0x8f4 ,Metropolitian ,conditions Cloudy,Low 
0xa406 ,Metropolitian ,conditions Sandstorms,Jam 
0x1a4f ,Urban ,conditions Cloudy,Jam 
0x441 ,Metropolitian ,conditions NaN,NaN 
0xe263 ,Metropolitian ,conditions Windy,Low 
0x2344 ,Metropolitian ,conditions Cloudy,High 
0xdd02 ,Metropolitian ,conditions Sandstorms,Jam 
0x3977 ,Metropolitian ,conditions Stormy,Low 
0x4cee ,Metropolitian ,conditions Fog,Jam 
0x60a2 ,Urban ,conditions Sandstorms,Low 
0xe161 ,Metropolitian ,conditions Sunny,Jam 
0xcf72 ,Metropolitian ,conditions Stormy,Low 
0x355c ,Metropolitian ,conditions Sandstorms,Low 
0xa129 ,Metropolitian ,conditions Cloudy,Jam 
0x5f61 ,Metropolitian ,conditions Fog,Low 
0x4326 ,NaN ,conditions Cloudy,Medium 
0xc446 ,Metropolitian ,conditions Windy,Jam 
0x6d02 ,Metropolitian ,conditions Windy,Jam 
0x9412 ,Metropolitian ,conditions Cloudy,Jam 
0xc3ab ,Metropolitian ,conditions Sandstorms,Jam 
0x626b ,Metropolitian ,conditions Windy,Low 
0x41d ,Metropolitian ,conditions NaN,NaN 
0xde75 ,Urban ,conditions Windy,Medium 
0x701a ,Metropolitian ,conditions Windy,Medium 
0x906e ,Metropolitian ,conditions Sandstorms,Low 
0x1954 ,Metropolitian ,conditions Stormy,Medium 
0x1afe ,Metropolitian ,conditions Cloudy,Low 
0xaf05 ,Metropolitian ,conditions Sandstorms,High 
0x745e ,Urban ,conditions Cloudy,Jam 
0xab19 ,Metropolitian ,conditions Cloudy,Jam 
0xb48 ,Metropolitian ,conditions Sandstorms,Low 
0xd75a ,Metropolitian ,conditions Sunny,Jam 
0x5a1d ,Metropolitian ,conditions Stormy,Low 
0x9fa7 ,Metropolitian ,conditions Windy,Medium 
0x47cd ,Metropolitian ,conditions Windy,High 
0x88de ,Metropolitian ,conditions Sunny,Low 
0x5c06 ,Metropolitian ,conditions Sunny,Low 
0x821e ,Metropolitian ,conditions Stormy,High 
0xbe50 ,Metropolitian ,conditions Cloudy,Medium 
0x5376 ,Urban ,conditions Stormy,High 
0x5f25 ,Metropolitian ,conditions Cloudy,Jam 
0x78c2 ,Metropolitian ,conditions Cloudy,Medium 
0xab86 ,Metropolitian ,conditions Windy,Medium 
0x9dd8 ,Metropolitian ,conditions Windy,Low 
0x95f1 ,Urban ,conditions Cloudy,Low 
0x51e ,Metropolitian ,conditions Sandstorms,Jam 
0xb46 ,Metropolitian ,conditions Stormy,Medium 
0x55d5 ,Metropolitian ,conditions Sunny,Jam 
0xa8ce ,Metropolitian ,conditions Windy,Medium 
0x37aa ,Metropolitian ,conditions Sandstorms,Low 
0x76f1 ,NaN ,conditions Sunny,Medium 
0x8c7 ,Urban ,conditions Stormy,Medium 
0x83a6 ,Metropolitian ,conditions Sandstorms,Jam 
0x552f ,Metropolitian ,conditions Stormy,Medium 
0x7053 ,Metropolitian ,conditions Fog,Medium 
0xb672 ,Urban ,conditions Stormy,Low 
0xe1fb ,Metropolitian ,conditions Windy,Medium 
0xb752 ,Metropolitian ,conditions Cloudy,Jam 
0xd01e ,Metropolitian ,conditions Sandstorms,Medium 
0x85be ,Metropolitian ,conditions Sunny,Medium 
0x753 ,Urban ,conditions Fog,High 
0x7b81 ,Metropolitian ,conditions Cloudy,Jam 
0x21af ,Metropolitian ,conditions Cloudy,High 
0x2ff5 ,Urban ,conditions Stormy,Jam 
0xbed1 ,Urban ,conditions Cloudy,Jam 
0x560c ,NaN ,conditions Fog,Medium 
0x3929 ,Metropolitian ,conditions Windy,Medium 
0x33bd ,Metropolitian ,conditions Stormy,Low 
0xbc8c ,Metropolitian ,conditions Fog,Medium 
0xb509 ,Metropolitian ,conditions Fog,Medium 
0xa009 ,Metropolitian ,conditions Stormy,Low 
0x55c5 ,Metropolitian ,conditions Windy,Medium 
0xbc5c ,Metropolitian ,conditions Sunny,Medium 
0x4b46 ,Metropolitian ,conditions Fog,Jam 
0xa379 ,Urban ,conditions Sunny,Jam 
0x43f7 ,Metropolitian ,conditions Windy,Jam 
0xad28 ,Metropolitian ,conditions Fog,Low 
0xfc6 ,Metropolitian ,conditions Sandstorms,Jam 
0xab42 ,Metropolitian ,conditions Windy,Medium 
0x86b5 ,Urban ,conditions Cloudy,Medium 
0x5ed1 ,Urban ,conditions Windy,Low 
0x68e8 ,Metropolitian ,conditions Fog,Jam 
0xce5b ,Metropolitian ,conditions Sandstorms,High 
0x3c94 ,Metropolitian ,conditions Windy,Low 
0x4974 ,Urban ,conditions Cloudy,Medium 
0x9561 ,Metropolitian ,conditions Cloudy,Medium 
0xb6be ,Metropolitian ,conditions Fog,Low 
0x85d3 ,Metropolitian ,conditions Stormy,Low 
0x3b68 ,Metropolitian ,conditions Stormy,Low 
0xd196 ,Metropolitian ,conditions Sandstorms,Jam 
0xa17a ,Metropolitian ,conditions Cloudy,Jam 
0x1328 ,Metropolitian ,conditions Stormy,Jam 
0xe1cf ,Metropolitian ,conditions Windy,High 
0x1b5d ,Metropolitian ,conditions Fog,Low 
0xb025 ,Urban ,conditions Cloudy,Jam 
0x8cf7 ,Metropolitian ,conditions Cloudy,Low 
0x9a6a ,Metropolitian ,conditions Sandstorms,Low 
0xd668 ,Urban ,conditions Cloudy,Medium 
0xb8c5 ,Metropolitian ,conditions Fog,Medium 
0xcfd6 ,Metropolitian ,conditions Stormy,Low 
0xbf6d ,Metropolitian ,conditions Windy,Medium 
0x1414 ,Urban ,conditions Cloudy,Medium 
0x11b5 ,Metropolitian ,conditions Fog,Low 
0x9de9 ,Metropolitian ,conditions Cloudy,Low 
0xbed8 ,Metropolitian ,conditions Windy,Medium 
0xe01d ,Metropolitian ,conditions Windy,High 
0x55ca ,NaN ,conditions Cloudy,Jam 
0x2d35 ,Metropolitian ,conditions Sandstorms,Medium 
0x2175 ,Metropolitian ,conditions Sunny,Low 
0x4a3 ,Urban ,conditions NaN,NaN 
0x518f ,Urban ,conditions Stormy,Low 
0x26dc ,NaN ,conditions Stormy,Low 
0xc770 ,Urban ,conditions Stormy,Low 
0x94e3 ,Urban ,conditions Stormy,Medium 
0x1606 ,Urban ,conditions Stormy,Low 
0xde36 ,NaN ,conditions Sandstorms,Low 
0x6f5f ,Metropolitian ,conditions Fog,Medium 
0xb3e6 ,Metropolitian ,conditions Cloudy,Jam 
0xdd4f ,Metropolitian ,conditions Sunny,High 
0x9d96 ,Metropolitian ,conditions Fog,Medium 
0x67d5 ,Metropolitian ,conditions Windy,Low 
0x5cfe ,Metropolitian ,conditions Fog,Jam 
0xb6dd ,Metropolitian ,conditions Windy,Medium 
0x20a3 ,Metropolitian ,conditions Fog,Jam 
0x45eb ,Urban ,conditions Fog,Medium 
0xa98 ,Metropolitian ,conditions NaN,NaN 
0x3262 ,Metropolitian ,conditions Stormy,Medium 
0xb8ba ,Urban ,conditions Fog,Jam 
0x2f95 ,Metropolitian ,conditions Sandstorms,Low 
0x4742 ,Metropolitian ,conditions Cloudy,Low 
0xb78b ,Metropolitian ,conditions Sunny,High 
0x7387 ,Urban ,conditions Sunny,Low 
0x4f3e ,Urban ,conditions Sunny,High 
0x1af1 ,Metropolitian ,conditions Fog,Jam 
0xcf46 ,Metropolitian ,conditions Sandstorms,Jam 
0x6ec5 ,Metropolitian ,conditions Fog,Jam 
0x6886 ,Metropolitian ,conditions Windy,Low 
0x4c59 ,Metropolitian ,conditions Sunny,Low 
0x62c ,Metropolitian ,conditions Windy,Jam 
0x9759 ,Metropolitian ,conditions Stormy,Medium 
0xca4 ,Metropolitian ,conditions Sandstorms,Jam 
0x1f25 ,Metropolitian ,conditions Windy,Low 
0xcd11 ,Metropolitian ,conditions Windy,Low 
0x4337 ,Metropolitian ,conditions Stormy,High 
0x44a4 ,Metropolitian ,conditions Sunny,Low 
0x85ec ,Metropolitian ,conditions Stormy,Jam 
0xddb ,Metropolitian ,conditions Sunny,Low 
0x871e ,Metropolitian ,conditions Cloudy,Medium 
0xae85 ,Metropolitian ,conditions Stormy,Jam 
0xae1b ,Metropolitian ,conditions Sunny,Medium 
0x5dbd ,Metropolitian ,conditions Windy,Jam 
0xc5f2 ,Metropolitian ,conditions Sunny,Jam 
0x6eaa ,Metropolitian ,conditions Windy,Jam 
0xd9ea ,Metropolitian ,conditions Sandstorms,Jam 
0xc91e ,Metropolitian ,conditions Stormy,Medium 
0x9af ,Metropolitian ,conditions Stormy,Jam 
0x4013 ,Metropolitian ,conditions Stormy,Low 
0x4442 ,Metropolitian ,conditions Sunny,Medium 
0x962e ,Metropolitian ,conditions Stormy,Medium 
0xca86 ,Metropolitian ,conditions Windy,Jam 
0xdbc ,Metropolitian ,conditions Cloudy,High 
0x4947 ,Metropolitian ,conditions Cloudy,Low 
0xcc09 ,Metropolitian ,conditions Stormy,Jam 
0x37e4 ,Metropolitian ,conditions Fog,Medium 
0x89ac ,Urban ,conditions Sunny,Medium 
0x2445 ,Metropolitian ,conditions Fog,Medium 
0x4db6 ,Metropolitian ,conditions Fog,High 
0x50af ,Metropolitian ,conditions Windy,Jam 
0x76af ,Metropolitian ,conditions Fog,Low 
0x9eb9 ,Metropolitian ,conditions Sunny,Low 
0x98f1 ,Metropolitian ,conditions Fog,Low 
0xa198 ,NaN ,conditions Sunny,Jam 
0x46ce ,NaN ,conditions Sandstorms,Low 
0x7009 ,Metropolitian ,conditions Cloudy,High 
0x6e84 ,Metropolitian ,conditions Sunny,Jam 
0x372c ,Metropolitian ,conditions Cloudy,Jam 
0x8b11 ,Metropolitian ,conditions Sunny,Jam 
0x8a20 ,Metropolitian ,conditions Stormy,Low 
0x95a8 ,Metropolitian ,conditions Sandstorms,Low 
0x7fc8 ,Metropolitian ,conditions Stormy,Medium 
0x51ea ,Metropolitian ,conditions Stormy,Low 
0x8093 ,Metropolitian ,conditions Sandstorms,Low 
0x29b2 ,Metropolitian ,conditions Fog,High 
0x96a0 ,Urban ,conditions Sandstorms,Jam 
0xb7d6 ,Urban ,conditions Sunny,Medium 
0xad72 ,Urban ,conditions Sandstorms,Jam 
0x6dae ,Urban ,conditions Stormy,Low 
0xbc81 ,Metropolitian ,conditions Cloudy,Low 
0x26d8 ,Metropolitian ,conditions Cloudy,Low 
0x6415 ,Urban ,conditions Windy,Low 
0x536 ,Metropolitian ,conditions Windy,Jam 
0x24c0 ,Metropolitian ,conditions Sandstorms,Low 
0x780d ,Metropolitian ,conditions Fog,Jam 
0x439 ,Metropolitian ,conditions NaN,NaN 
0x9f58 ,Urban ,conditions Cloudy,Jam 
0x34ce ,NaN ,conditions Sunny,High 
0x421c ,Urban ,conditions Stormy,Medium 
0x7d70 ,Metropolitian ,conditions Sandstorms,Low 
0x2253 ,Metropolitian ,conditions Sandstorms,High 
0x1bfc ,Metropolitian ,conditions Stormy,Jam 
0x6533 ,Metropolitian ,conditions Fog,Low 
0xb297 ,Urban ,conditions Fog,Medium 
0xd8fd ,Metropolitian ,conditions Windy,Jam 
0xb31b ,Metropolitian ,conditions Sandstorms,Jam 
0x5f8c ,Metropolitian ,conditions Fog,Low 
0x8bf5 ,Metropolitian ,conditions Windy,Jam 
0xbe9f ,Metropolitian ,conditions Stormy,Jam 
0x62f2 ,Urban ,conditions Fog,Low 
0xa438 ,Urban ,conditions Sunny,Jam 
0x1be2 ,Metropolitian ,conditions Windy,Low 
0x4417 ,Metropolitian ,conditions Sunny,Medium 
0xb0b1 ,Urban ,conditions Fog,High 
0xd6fb ,Metropolitian ,conditions Fog,High 
0x225a ,Urban ,conditions Sunny,Medium 
0xc594 ,Metropolitian ,conditions Sunny,Medium 
0x80ea ,Metropolitian ,conditions Stormy,Jam 
0xda1f ,Metropolitian ,conditions Sunny,Jam 
0x1752 ,Metropolitian ,conditions Windy,Low 
0x812 ,Metropolitian ,conditions NaN,NaN 
0x8ba7 ,Metropolitian ,conditions Windy,Low 
0xe96 ,Urban ,conditions Cloudy,Jam 
0x8aca ,Urban ,conditions Fog,Low 
0xc810 ,Urban ,conditions Windy,Low 
0xdb9c ,Metropolitian ,conditions Fog,Medium 
0x93f2 ,Metropolitian ,conditions Fog,Low 
0x73d4 ,Metropolitian ,conditions Windy,Low 
0xaae3 ,Urban ,conditions Sunny,Medium 
0x7425 ,Metropolitian ,conditions Sandstorms,Low 
0xb4eb ,Urban ,conditions Sandstorms,Jam 
0x428c ,Metropolitian ,conditions Cloudy,Medium 
0xd9ca ,Urban ,conditions Windy,Jam 
0x9d74 ,Urban ,conditions Stormy,Jam 
0x7877 ,Metropolitian ,conditions Fog,Jam 
0xd3b9 ,Metropolitian ,conditions Sunny,Low 
0x23e6 ,Urban ,conditions Windy,Low 
0xd352 ,Urban ,conditions Fog,Low 
0x67dd ,Metropolitian ,conditions Cloudy,High 
0x5a5e ,Metropolitian ,conditions Fog,Medium 
0x9def ,Urban ,conditions Cloudy,Low 
0xb235 ,Urban ,conditions Sunny,Jam 
0x3654 ,Metropolitian ,conditions Stormy,Jam 
0x635e ,Metropolitian ,conditions Sandstorms,Low 
0x4033 ,Metropolitian ,conditions Windy,Medium 
0xefa ,Metropolitian ,conditions Windy,Jam 
0x185e ,Metropolitian ,conditions Fog,Jam 
0xd250 ,Metropolitian ,conditions Sunny,Jam 
0xa87a ,Metropolitian ,conditions Windy,Jam 
0x39d1 ,Urban ,conditions Sunny,Jam 
0x10c6 ,Metropolitian ,conditions Sandstorms,Low 
0x8449 ,Urban ,conditions Windy,Medium 
0xd6e6 ,Metropolitian ,conditions Fog,Medium 
0x9358 ,Metropolitian ,conditions Stormy,Jam 
0x97d2 ,Metropolitian ,conditions Fog,Low 
0xc64a ,Metropolitian ,conditions Sunny,Jam 
0xa12b ,Metropolitian ,conditions Cloudy,Low 
0x3e75 ,Metropolitian ,conditions Sunny,Jam 
